공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC001216,서강대 메리홀,2.0,민간(대학로 외),1970.0,528.0,02-705-8743,maryhall.sogang.ac.kr/,서울특별시 마포구 백범로 35 서강대학교,37.5499528,126.9391127,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC003972,클럽 잭리빈 (JACK&LIVIN),2.0,민간(대학로 외),,0.0,,https://www.instagram.com/jacklivin.seoul/,서울특별시 강남구 강남대로 588 (논현동),37.5143682,127.0205366,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC002707,캣츠커피 [용산],1.0,기타(비공연장),,0.0,070-5220-0669,https://www.instagram.com/cats_coffee_brewery/,서울특별시 용산구 원효로48길 17 (원효로2가),37.534316,126.961186,N,N,N,N,N,N,N,N,N,Y,,,,,용산구,서울특별시
FC002434,스페이스 나인,1.0,기타(비공연장),2015.0,0.0,02-6398-7253,http://www.facebook.com/space9mullae,서울특별시 영등포구 경인로 739 (문래동2가),37.5129055,126.8955008,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC000032,강북문화예술회관,2.0,공공(문예회관),2001.0,839.0,02-944-8979,https://www.gbcf.or.kr/,서울특별시 강북구 삼각산로 85 (수유동),37.6407764,127.01315840000008,Y,N,Y,N,N,Y,Y,Y,Y,Y,,,,,강북구,서울특별시
FC000055,윤당아트홀,2.0,민간(대학로 외),2009.0,417.0,02-546-8095,http://www.ydart.co.kr/,서울특별시 강남구 언주로 844 (신사동),37.5256519,127.03371519999996,N,N,N,N,N,Y,N,Y,Y,Y,,,,,강남구,서울특별시
FC003986,효원소극장,1.0,민간(대학로 외),,0.0,,,서울특별시 강남구 선릉로 603 (논현동) 지하1층,37.5107746,127.0434538,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC003974,1유로 프로젝트 코끼리빌라,1.0,기타(비공연장),,0.0,,https://www.instagram.com/1_euro_projects,서울특별시 성동구 송정18길 1-1 (송정동) 3층,37.5531237,127.067999,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC002714,인천항 국제여객터미널,1.0,기타(비공연장),,0.0,00-1599-5985,http://www.icferry.or.kr/index.do,인천광역시 연수구 국제항만대로326번길 57 (송도동),37.4239537,126.6055186,N,N,N,N,N,N,N,N,N,N,,,,,연수구,인천광역시
FC002624,졸탄극장,1.0,민간(대학로),,179.0,070-8896-9401,,서울특별시 종로구 이화장길 58 (이화동),37.5778955,127.0046323,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000013,인천문화예술회관,5.0,공공(문예회관),1994.0,2258.0,032-427-8401,http://art.incheon.go.kr/,인천광역시 남동구 예술로 149 (구월동),37.4477666,126.70008329999996,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,남동구,인천광역시
FC003900,알에스엠타워(RSM타워),1.0,기타(비공연장),,0.0,,,서울특별시 금천구 가산디지털2로 30 (가산동) 1층,37.4712746,126.8836766,N,N,N,N,N,N,N,N,N,N,,,,,금천구,서울특별시
FC003895,오프더레코드(OFF THE RECORD),1.0,민간(대학로 외),,0.0,,https://www.instagram.com/offtherecorditaewon/,서울특별시 용산구 보광로 127 (이태원동),37.5340838,126.9937193,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC001128,소극장 시월 (폐관),1.0,민간(대학로),2010.0,120.0,02-743-2274,,서울특별시 종로구 동숭동 1-47 연경빌딩,37.5828996,127.00240359999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004146,서보미술문화공간 [서울],1.0,기타(비공연장),,0.0,,,서울특별시 마포구 월드컵북로12안길 3 (성산동),37.5620777,126.9152742,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002686,홀로키즈파크 롤리팝아트홀,1.0,민간(대학로 외),2020.0,0.0,02-785-5737,https://blog.naver.com/magic303,서울특별시 서초구 본마을4길 3 (신원동),37.4536314,127.0554771,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC002709,농업생태원[평택],1.0,민간(대학로 외),,0.0,031-8024-4566,https://agri.pyeongtaek.go.kr/www/app/fuyr/faep/05/01,경기도 평택시 오성면 청오로 33-34,37.0146051,126.9811593,N,N,N,N,N,N,N,N,N,Y,,,,,평택시,경기도
FC000382,티오엠씨어터(구. 문화공간필링),3.0,민간(대학로),2014.0,555.0,00-1544-8303,http://www.towntom.com/,서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.00371659999996,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC002639,뮤직앤아트스튜디오,1.0,민간(대학로 외),,20.0,,https://mnas.modoo.at/,"서울특별시 동작구 사당로 300 (사당동, 이수자이)",37.4843791,126.9802816,N,Y,Y,N,N,N,N,N,N,Y,,,,,동작구,서울특별시
FC003913,이들스,1.0,민간(대학로 외),2023.0,150.0,02-763-0921,https://www.instagram.com/edls_official,서울특별시 종로구 삼일대로 428 (낙원동),37.572217,126.9876446,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001318,분당소극장,1.0,민간(대학로 외),2013.0,153.0,070-4112-6478,http://cafe.naver.com/153bdc,"경기도 성남시 분당구 안골로 12-6 (서현동, 동양프라자)",37.3842402,127.13397839999992,Y,Y,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC002720,삼뉴극장 (3NEW THEATRE),1.0,민간(대학로 외),2019.0,60.0,031-966-3646,http://3newtheatre.com/default/,경기도 고양시 일산서구 송포로 297 (가좌동),37.69087,126.7250277,N,N,N,N,N,N,N,N,N,Y,,,,,고양시,경기도
FC000930,남산예술센터 (폐관),1.0,공공(기타),2009.0,356.0,02-758-2150,http://www.nsartscenter.or.kr/,서울특별시 중구 소파로 138 (예장동),37.5589457,126.98843699999998,N,N,N,N,N,Y,Y,Y,Y,N,,,,,중구,서울특별시
FC004024,아트스페이스 다스름,1.0,민간(대학로 외),,80.0,,,경기도 여주시 소양로 33 (하동),37.295693,127.629877,N,N,N,N,N,N,N,N,N,N,,,,,여주시,경기도
FC001310,인천아트플랫폼,1.0,공공(기타),2009.0,30.0,032-760-1000,http://www.inartplatform.kr,인천광역시 중구 제물량로218번길 3 - 0 인천아트플랫폼,37.4729295,126.6200473,N,Y,N,N,N,Y,Y,Y,Y,N,,,,,중구,인천광역시
FC004140,유주얼하우스,1.0,기타(비공연장),,25.0,02-6080-1002,,서울특별시 마포구 양화로7길 48 (서교동),37.5527408,126.9141585,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003959,ASSA 아트홀,1.0,민간(대학로 외),,0.0,,,서울특별시 강서구 마곡중앙8로3길 31 (마곡동),37.5637901,126.8367423,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC002738,백지장 [신도림 지하철],1.0,민간(대학로 외),,40.0,0504-0905-2729,,서울특별시 영등포구 경인로72길 4 (문래동2가),37.5105363,126.8922158,Y,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC000228,창동문화체육센터,1.0,공공(기타),2005.0,188.0,02-901-5000,http://www.dobongsiseol.or.kr/index_sport.html,서울특별시 도봉구 노해로69길 132 (창동),37.6582713,127.05061490000004,N,N,Y,N,N,N,N,N,N,Y,,,,,도봉구,서울특별시
FC002770,성북미디어문화마루 꿈빛극장,1.0,공공(기타),2021.0,323.0,02-6953-3201,,서울특별시 성북구 길음로7길 20 (길음동),37.6037552,127.0222037,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC003856,Layer 41,1.0,기타(비공연장),,0.0,,,서울특별시 성동구 아차산로9길 41 (성수동2가),37.5476269,127.0594103,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC001196,구리아트홀,4.0,공공(문예회관),2013.0,1030.0,031-580-7900,https://www.guriart.or.kr/PageLink.do,경기도 구리시 아차산로 453,37.5954358,127.12996380000004,N,Y,N,Y,Y,Y,Y,Y,Y,Y,,,,,구리시,경기도
FC000926,KBS 수원아트홀,1.0,공공(기타),2008.0,190.0,031-216-5201,http://www.kbssuwonart.co.kr/,경기도 수원시 팔달구 인계로 123 (인계동),37.271128,127.03089,N,Y,N,N,N,Y,N,N,N,Y,,,,,수원시,경기도
FC002851,아트벙커 B39,1.0,기타(비공연장),,0.0,032-321-3901,https://blog.naver.com/b39-space,경기도 부천시 삼작로 53(삼정동),37.5218998,126.7676609,N,N,N,N,N,N,N,N,N,Y,,,,,부천시,경기도
FC004207,진아트센터,1.0,민간(대학로 외),,189.0,,https://jinartcenter.modoo.at/?link=1zwath2f,경기도 수원시 영통구 매영로39번길 5 (매탄동),37.2695677,127.0471772,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC000633,토당청소년수련관,1.0,공공(기타),2003.0,286.0,031-970-0031,http://todangyc.or.kr/,경기도 고양시 덕양구 중앙로633번길 25 (토당동),37.622854,126.82776650000004,Y,Y,Y,N,N,Y,Y,N,Y,Y,,,,,고양시,경기도
FC001130,소나무예술극장,1.0,민간(대학로 외),1997.0,200.0,02-893-6977,https://sonamookm.modoo.at/?link=b9iwnaja,경기도 광명시 하안로288번길 15 (하안동),37.4622125,126.88134300000002,N,N,N,N,N,N,N,N,N,Y,,,,,광명시,경기도
FC002326,플레이스비브,1.0,기타(비공연장),,90.0,070-8845-7382,https://www.facebook.com/placevib.music,서울특별시 성동구 아차산로7나길 14 (성수동2가),37.5479257,127.0569341,Y,Y,N,N,N,N,N,N,N,Y,,,,,성동구,서울특별시
FC004082,서울드래곤시티 스카이킹덤,2.0,민간(대학로 외),,0.0,,,서울특별시 용산구 청파로20길 95 (한강로3가),37.5321682,126.9608842,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002813,스페이스브릭 (SPACE BRICK),1.0,민간(대학로 외),,60.0,,,서울특별시 마포구 잔다리로 31(서교동),37.551202,126.9196887,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000158,인천중구문화회관,1.0,공공(문예회관),2012.0,638.0,032-760-6400,http://artcenter.icjg.go.kr/,인천광역시 중구 축항대로296번길 81 (신흥동3가),37.4375263,126.6272199,N,N,N,N,N,Y,N,N,N,Y,,,,,중구,인천광역시
FC004076,entry55 [성수],1.0,민간(대학로 외),,0.0,,,서울특별시 성동구 성수일로8길 60 (성수동2가),37.5448753,127.0568179,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC002888,마포음악창작소,1.0,민간(대학로 외),,50.0,02-3148-6071,http://www.mapoindie.or.kr/index.asp,서울특별시 마포구 마포대로 지하238(아현동),37.555069,126.9575349,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002793,"오아스페이스(구, 스페이스 홍)",1.0,기타(비공연장),2020.0,100.0,010-3043-2442,,서울특별시 마포구 동교로 144 (서교동),37.5551892,126.9180899,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001266,소극장 공유,1.0,민간(대학로),2009.0,80.0,010-4879-0255,https://theater0you.modoo.at/,서울특별시 종로구 창경궁로 303 (혜화동),37.5875719,127.0032006,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003925,스페이스 거북이,1.0,기타(비공연장),,0.0,,,서울특별시 강동구 진황도로27길 23 (천호동),37.539467,127.1318289,N,N,N,N,N,N,N,N,N,N,,,,,강동구,서울특별시
FC002757,카페 어반리st [동탄],1.0,기타(비공연장),2019.0,0.0,031-376-0158,https://blog.naver.com/urbanri,경기도 화성시 장지로 60-12 (장지동),37.1575883,127.1137707,N,Y,N,N,Y,Y,Y,N,N,Y,,,,,화성시,경기도
FC000134,양주문화예술회관,3.0,공공(문예회관),1997.0,1851.0,031-828-9723,https://www.yjuc.or.kr/main/index.asp,경기도 양주시 광적면 부흥로618번길 303 양주문화예술회관,37.8131434,126.97215749999998,N,N,N,N,N,N,Y,Y,N,Y,,,,,양주시,경기도
FC002787,예술공간도화,1.0,민간(대학로 외),,0.0,,https://m.blog.naver.com/peachblossom2020,서울특별시 마포구 잔다리로 113 (서교동),37.5570807,126.9137973,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004057,그랜드센트럴,1.0,기타(비공연장),,0.0,02-6411-6140,https://grandcentral.kr/main/main.asp,서울특별시 중구 세종대로 14 (남대문로5가),37.5578385,126.9744151,Y,Y,N,N,N,N,N,N,N,Y,,,,,중구,서울특별시
FC004069,쇼킹 케이팝 센터 (ShowKing K-POP Center),3.0,민간(대학로 외),,0.0,02-515-0915,https://showkingkpopcenter.modoo.at/,서울특별시 마포구 월드컵북로54길 25 (상암동),37.5820926,126.8889847,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC002747,TINC This is Not a Church(구. 명성교회),1.0,민간(대학로),2020.0,0.0,,https://t-i-n-c.com/Info,서울특별시 성북구 동소문로10길 34-16 (삼선동4가),37.5888231,127.0108788,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC000127,고양아람누리,5.0,공공(문예회관),2007.0,4640.0,00-1577-7766,http://www.artgy.or.kr/aram/introduction.aspx,경기도 고양시 일산동구 중앙로 1286 (마두동) 고양아람누리,37.6614074,126.77433789999998,Y,Y,N,Y,N,Y,N,Y,N,Y,,,,,고양시,경기도
FC004053,수상한거리 2호점,1.0,민간(대학로 외),,80.0,,https://susanghanstno2.modoo.at/,서울특별시 마포구 양화로16길 26 (서교동),37.5529848,126.9209873,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000384,영산아트홀,1.0,민간(대학로 외),1999.0,598.0,02-6181-5260,http://www.youngsanarthall.com/rb/,서울특별시 영등포구 여의공원로 101 (여의도동),37.5292309,126.92487210000002,Y,Y,N,N,N,Y,N,N,N,Y,,,,,영등포구,서울특별시
FC000784,금나래아트홀,1.0,공공(문예회관),2008.0,552.0,02-2627-2981,www.gcfac.or.kr,서울특별시 금천구 시흥대로73길 70 (시흥동),37.4564588,126.8959125,N,Y,Y,N,N,Y,Y,Y,N,Y,,,,,금천구,서울특별시
FC004052,JAZZ BUNKER (재즈벙커),1.0,민간(대학로 외),,0.0,,,서울특별시 서초구 언남12길 29-12 (양재동),37.4735377,127.0458702,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC000570,동국대학교,4.0,민간(대학로 외),2008.0,732.0,02-2260-8901,http://www.xn--3i0by5pyxij4d72bsi666f.com/,서울특별시 중구 필동로1길 30 (필동3가),37.5582585,127.00324509999996,N,N,N,N,N,N,N,N,N,Y,,,,,중구,서울특별시
FC002766,보노마루,1.0,공공(기타),,151.0,031-481-0571,https://blog.naver.com/cityansan/222155306418,경기도 안산시 상록구 본오로 182 (본오동),37.3012795,126.8673218,N,N,N,N,N,N,N,N,N,Y,,,,,안산시,경기도
FC002382,자양스테이션(파리뮤직포럼),1.0,기타(비공연장),2019.0,50.0,02-158-4840,https://blog.naver.com/parismusicforum,서울특별시 광진구 자양로11길 18 (자양동),37.5346187,127.0830326,N,N,N,N,N,N,N,N,N,N,,,,,광진구,서울특별시
FC000039,나루아트센터,3.0,공공(문예회관),2005.0,785.0,02-2049-4711,http://www.naruart.or.kr/,서울특별시 광진구 능동로 76 (자양동),37.537352899999995,127.07052479999992,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,광진구,서울특별시
FC004051,피카디리플러스,1.0,민간(대학로 외),,0.0,,서울 종로구 돈화문로5가길 1 3층 304호,서울특별시 종로구 돈화문로5가길 1 (돈의동),37.5710275,126.9912303,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000023,인천어린이과학관,2.0,공공(기타),2011.0,412.0,032-550-3300,https://www.insiseol.or.kr/culture/icsmuseum/,인천광역시 계양구 방축로 21(방축동 108-1)  인천어린이과학관,37.55169662137111,126.739895619632,N,Y,Y,N,Y,Y,N,N,N,Y,,,,,계양구,인천광역시
FC004050,아이돌스토어홀,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 와우산로29다길 20 (서교동),37.5547959,126.927275,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002869,가온스테이지,1.0,민간(대학로 외),,100.0,010-9474-8650,https://blog.naver.com/gaonstudio7,서울특별시 마포구 잔다리로 59(서교동),37.5531083,126.9175257,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001298,루미나아트홀 (구.시온아트홀),1.0,민간(대학로),2017.0,144.0,070-8719-9106,https://www.wwww.theblessed.net/,서울특별시 종로구 대학로8가길 52 (동숭동),37.5829439,127.00262709999993,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002767,클럽 템플,1.0,민간(대학로 외),,0.0,010-2673-1847,,서울특별시 마포구 와우산로 147-1 (서교동),37.5544451,126.9294953,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000528,동덕여대공연예술센터,1.0,민간(대학로),2001.0,411.0,02-940-4578,https://www.dongduk.ac.kr/kor/intro/subinstitute05.do,서울특별시 종로구 동숭길 126 (동숭동),37.5836998,127.0032999,N,N,N,N,N,Y,N,Y,N,Y,,,,,종로구,서울특별시
FC004093,음악공간 벙커 [일산],1.0,기타(비공연장),,0.0,,,경기도 고양시 일산동구 성현로135번길 103 (성석동),37.7123461,126.7975044,N,Y,N,N,N,N,N,N,N,Y,,,,,고양시,경기도
FC000194,경복궁아트홀,1.0,민간(대학로 외),2012.0,155.0,02-735-0506,https://gbgarthall.modoo.at/,서울특별시 종로구 자하문로 82 (효자동),37.5833005,126.97069980000003,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004079,스프링사운즈,1.0,기타(비공연장),,0.0,,https://blog.naver.com/PostList.naver?blogId=springsounds_cafe&from=postList&categoryNo=6,경기도 용인시 수지구 동천로 339 (동천동),37.3415341,127.0680589,N,N,N,N,N,N,N,N,N,N,,,,,용인시,경기도
FC000948,죽전야외음악당,1.0,공공(기타),2005.0,680.0,031-896-7613,,경기도 용인시 수지구 죽전로168번길 9 (죽전동),37.3252395,127.12614830000008,N,N,N,N,N,Y,N,N,N,Y,,,,,용인시,경기도
FC002132,라율아트홀,1.0,민간(대학로 외),,60.0,02-522-7278,https://rayularthall.modoo.at/,서울특별시 서초구 반포대로 20 (서초동) 2층,37.482461,127.0126495,N,N,N,N,N,Y,Y,N,N,Y,,,,,서초구,서울특별시
FC004095,아르코공연 연습센터@화성,1.0,민간(대학로 외),,0.0,,,경기도 화성시 노작로 134 (반송동) 1층,37.2006876,127.0751221,N,N,N,N,N,N,N,N,N,N,,,,,화성시,경기도
FC001092,아름다운극장,1.0,민간(대학로),2008.0,100.0,02-946-0502,http://cgfamily.co.kr/,서울특별시 종로구 성균관로4길 48 (명륜2가),37.5846867,126.99998619999997,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000214,남동소래아트홀,2.0,공공(문예회관),2011.0,2235.0,032-427-8401,http://www.namdongcf.or.kr,인천광역시 남동구 아암대로1437번길 32 (논현동),37.3874966,126.7246381,N,N,N,N,N,Y,N,N,N,Y,,,,,남동구,인천광역시
FC003931,홍대BENDER,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 와우산로14길 4 (상수동),37.5500619,126.923372,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004065,수원문화원 (빛누리아트홀),1.0,민간(대학로 외),,499.0,,,경기도 수원시 권선구 호매실로 237 (호매실동),37.2653772,126.9569357,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC002773,대중아트홀,1.0,민간(대학로 외),,0.0,032-565-4529,,인천광역시 서구 검단로768번1길 18 (불로동),37.612644,126.6850428,N,N,N,N,N,N,N,N,N,N,,,,,서구,인천광역시
FC000808,과천시민회관,2.0,공공(문예회관),1995.0,1309.0,02-504-7300,http://www.gccs.or.kr/dev_home/facilities/status.php,경기도 과천시 통영로 5 (중앙동),37.4279091,126.98950450000008,Y,Y,N,N,N,Y,N,Y,N,Y,,,,,과천시,경기도
FC003975,마을상점생활관,1.0,기타(비공연장),,0.0,,https://blog.naver.com/insidethevillage,경기도 안산시 상록구 이동공원로 35 (이동) 1층,37.3101969,126.8485639,N,N,N,N,N,N,N,N,N,N,,,,,안산시,경기도
FC000300,학산소극장,1.0,공공(기타),2004.0,114.0,032-866-3970,http://www.haksanculture.or.kr/theatre/haksantheater.php,인천광역시 남구 인하로 126 (용현동),37.4494551,126.661876,Y,Y,Y,N,N,Y,Y,N,Y,Y,,,,,남구,인천광역시
FC000115,영산양재홀,1.0,민간(대학로 외),2005.0,195.0,02-571-7689,http://www.youngsanhall.co.kr/introduction/int_1.asp?subnum=1,서울특별시 서초구 바우뫼로37길 45 (양재동),37.4804908,127.03841050000004,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC004175,오버스토리,1.0,기타(비공연장),,0.0,,https://www.instagram.com/overstory.seongbuk/,서울특별시 성북구 선잠로2다길 13-13 (성북동),37.5987253,126.9996193,N,Y,N,N,N,N,N,N,N,Y,,,,,성북구,서울특별시
FC000091,양천문화회관,3.0,공공(문예회관),1998.0,1320.0,02-2646-5870,http://www.yangcheon.go.kr/art/art/main.do,서울특별시 양천구 목동서로 367 (신정동),37.5164555,126.8632321,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,양천구,서울특별시
FC002760,라온아트홀,1.0,민간(대학로),,206.0,,,서울특별시 종로구 대학로10길 11 (동숭동),37.581853,127.0028053,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000028,강동아트센터,5.0,공공(문예회관),2011.0,3240.0,02-440-0500,https://www.gangdongarts.or.kr/,서울특별시 강동구 동남로 870 (상일동),37.5512621,127.15761910000003,N,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,강동구,서울특별시
FC001346,경기도어린이박물관,1.0,공공(기타),2010.0,310.0,031-270-8621,http://gcm.ggcf.kr,경기도 용인시 기흥구 상갈로 6 (상갈동),37.268065,127.10880910000004,Y,Y,N,N,N,Y,Y,Y,Y,Y,,,,,용인시,경기도
FC002857,광명문화예술교육지원센터 광명극장,1.0,공공(기타),2017.0,480.0,02-2621-8890,http://gm-arte.or.kr/index.php,경기도 광명시 철망산로 2(하안동),37.4667641,126.8699008,N,N,N,N,N,N,N,N,N,Y,,,,,광명시,경기도
FC002433,용인시평생학습관 (여성회관),2.0,공공(기타),2004.0,761.0,00-1577-1122,https://lll.yongin.go.kr/,경기도 용인시 수지구 문정로7번길 15 (풍덕천동),37.3202647,127.0953462,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,용인시,경기도
FC003965,상상플랫폼,2.0,민간(대학로 외),,0.0,,,인천광역시 중구 월미로 33 (북성동1가),37.4765685,126.6144292,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC003943,용산 꿈나무 종합타운,1.0,공공(기타),,0.0,,,서울특별시 용산구 백범로 329 (원효로1가),37.5389038,126.9650122,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC004129,TOUCH FIVE 전용관,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 와우산로 76-1 (서교동),37.551274,126.9235668,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001167,군포문화예술회관,3.0,공공(문예회관),1998.0,2573.0,031-390-3500,http://www.gunpoart.net/?pid=B,경기도 군포시 고산로 599 (산본동),37.3661695,126.92759120000004,Y,N,Y,Y,N,Y,Y,Y,Y,Y,,,,,군포시,경기도
FC002761,복합문화공간 사유,1.0,민간(대학로 외),2017.0,140.0,02-2289-9050,https://www.instagram.com/sayoo.kr/?hl=ko,서울특별시 용산구 이태원로54길 5 (한남동),37.5380519,127.0019399,N,Y,N,N,N,N,N,N,Y,N,,,,,용산구,서울특별시
FC000663,명성황후생가문예관,1.0,공공(기타),2002.0,161.0,031-881-9730,,경기도 여주시 명성로 71 (능현동),37.259360699999995,127.6561875,Y,Y,N,N,N,Y,N,Y,N,Y,,,,,여주시,경기도
FC002833,청라복합문화센터 블루노바홀,1.0,공공(문예회관),2021.0,480.0,032-580-1196,https://iscf.kr/_new/html/centerIntro/cheongna.php,인천광역시 서구 청라대로 20 (청라동),37.5240132,126.6341822,N,Y,N,N,N,Y,N,Y,N,Y,,,,,서구,인천광역시
FC001274,노을소극장,1.0,민간(대학로),2011.0,80.0,02-921-9723,https://www.facebook.com/noelcompany,서울특별시 종로구 대학로8가길 66 (동숭동),37.5829273,127.00322289999995,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003813,노아스로스팅 [일산 식사],1.0,민간(대학로 외),,0.0,070-8807-6363,http://www.noahs.co.kr/,경기도 고양시 일산동구 위시티로 39 (식사동),37.6768455,126.8083602,N,Y,N,N,N,N,N,N,N,Y,,,,,고양시,경기도
FC002642,별별극장,1.0,민간(대학로 외),2020.0,70.0,02-3679-5679,https://blog.naver.com/theater_byulbyul,경기도 과천시 새술막길 10-13 (중앙동),37.4286793,126.9909587,N,N,N,N,N,N,N,N,N,N,,,,,과천시,경기도
FC000251,중랑구민회관,2.0,공공(문예회관),1994.0,648.0,02-2207-6130,http://www.jungnangimc.or.kr/content.do?sgrp=S01&siteCmsCd=CM0001&topCmsCd=CM0007&cmsCd=CM0057&pnum=1&cnum=1,서울특별시 중랑구 면목로 238 (면목동),37.5739185,127.0850931,Y,N,N,N,N,Y,N,N,N,Y,,,,,중랑구,서울특별시
FC003802,책가옥,1.0,기타(비공연장),,0.0,,,경기도 용인시 수지구 고기로173번길 10-8 (동천동56),37.3503445,127.0849517,N,N,N,N,N,N,N,N,N,N,,,,,용인시,경기도
FC001764,솔가람아트홀,1.0,공공(문예회관),2014.0,300.0,031-950-1958,https://www.pajucf.or.kr/,경기도 파주시 가람로116번길 170 (와동동),37.7301182,126.76392050000004,N,N,N,N,N,Y,Y,Y,Y,N,,,,,파주시,경기도
FC003416,루시드아트홀,1.0,민간(대학로 외),2023.0,118.0,032-710-4907,https://lucidart.modoo.at/?link=adxcz215,인천광역시 남동구 서창남로 69 (서창동),37.4253008,126.748667,N,N,N,N,N,Y,Y,N,N,Y,,,,,남동구,인천광역시
FC003964,수원대학교,1.0,민간(대학로 외),1977.0,0.0,031-220-2114,https://www.suwon.ac.kr/,경기도 화성시 봉담읍 와우안길 17,37.2101175,126.9794804,N,N,N,N,N,N,N,N,N,Y,,,,,화성시,경기도
FC002820,우리소극장 [대학로],1.0,민간(대학로),,114.0,070-4618-5632,https://blog.naver.com/marupro01,서울특별시 종로구 이화장길 86-11(동숭동),37.5792262,127.0051573,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001247,올림픽공원,12.0,공공(기타),1986.0,41376.0,02-410-1114,http://www.olympicpark.co.kr/,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.12836360000004,Y,Y,Y,N,N,N,N,N,N,Y,,,,,송파구,서울특별시
FC002299,숭실대학교 한경직기념관,1.0,민간(대학로 외),1997.0,1150.0,02-820-0114,http://ssu.ac.kr/,서울특별시 동작구 상도로 369 (상도동),37.4963547,126.9572225,N,N,N,N,N,Y,Y,N,N,Y,,,,,동작구,서울특별시
FC001141,연극실험실 혜화동1번지,1.0,민간(대학로),1993.0,70.0,010-8946-4164,https://www.facebook.com/hhdlab,서울특별시 종로구 창경궁로35길 7 (혜화동),37.586337,127.00133069999993,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
