공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC000300,학산소극장,1.0,공공(기타),2004.0,114.0,032-866-3970,http://www.haksanculture.or.kr/theatre/haksantheater.php,인천광역시 남구 인하로 126 (용현동),37.4494551,126.661876,Y,Y,Y,N,N,Y,Y,N,Y,Y,,,,,남구,인천광역시
FC000091,양천문화회관,3.0,공공(문예회관),1998.0,1320.0,02-2646-5870,http://www.yangcheon.go.kr/art/art/main.do,서울특별시 양천구 목동서로 367 (신정동),37.5164555,126.8632321,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,양천구,서울특별시
FC002760,라온아트홀,1.0,민간(대학로),,206.0,,,서울특별시 종로구 대학로10길 11 (동숭동),37.581853,127.0028053,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000028,강동아트센터,5.0,공공(문예회관),2011.0,3240.0,02-440-0500,https://www.gangdongarts.or.kr/,서울특별시 강동구 동남로 870 (상일동),37.5512621,127.15761910000003,N,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,강동구,서울특별시
FC002857,광명문화예술교육지원센터 광명극장,1.0,공공(기타),2017.0,480.0,02-2621-8890,http://gm-arte.or.kr/index.php,경기도 광명시 철망산로 2(하안동),37.4667641,126.8699008,N,N,N,N,N,N,N,N,N,Y,,,,,광명시,경기도
FC002433,용인시평생학습관 (여성회관),2.0,공공(기타),2004.0,761.0,00-1577-1122,https://lll.yongin.go.kr/,경기도 용인시 수지구 문정로7번길 15 (풍덕천동),37.3202647,127.0953462,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,용인시,경기도
FC001167,군포문화예술회관,3.0,공공(문예회관),1998.0,2573.0,031-390-3500,http://www.gunpoart.net/?pid=B,경기도 군포시 고산로 599 (산본동),37.3661695,126.92759120000004,Y,N,Y,Y,N,Y,Y,Y,Y,Y,,,,,군포시,경기도
FC002833,청라복합문화센터 블루노바홀,1.0,공공(문예회관),2021.0,480.0,032-580-1196,https://iscf.kr/_new/html/centerIntro/cheongna.php,인천광역시 서구 청라대로 20 (청라동),37.5240132,126.6341822,N,Y,N,N,N,Y,N,Y,N,Y,,,,,서구,인천광역시
FC000251,중랑구민회관,2.0,공공(문예회관),1994.0,648.0,02-2207-6130,http://www.jungnangimc.or.kr/content.do?sgrp=S01&siteCmsCd=CM0001&topCmsCd=CM0007&cmsCd=CM0057&pnum=1&cnum=1,서울특별시 중랑구 면목로 238 (면목동),37.5739185,127.0850931,Y,N,N,N,N,Y,N,N,N,Y,,,,,중랑구,서울특별시
FC002820,우리소극장 [대학로],1.0,민간(대학로),,114.0,070-4618-5632,https://blog.naver.com/marupro01,서울특별시 종로구 이화장길 86-11(동숭동),37.5792262,127.0051573,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001247,올림픽공원,12.0,공공(기타),1986.0,41376.0,02-410-1114,http://www.olympicpark.co.kr/,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.12836360000004,Y,Y,Y,N,N,N,N,N,N,Y,,,,,송파구,서울특별시
FC001141,연극실험실 혜화동1번지,1.0,민간(대학로),1993.0,70.0,010-8946-4164,https://www.facebook.com/hhdlab,서울특별시 종로구 창경궁로35길 7 (혜화동),37.586337,127.00133069999993,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002819,설렘아트홀,1.0,민간(대학로 외),,55.0,010-3518-7843,https://arthallserlem.modoo.at/,서울특별시 광진구 능동로19길 23(화양동),37.5470491,127.0723822,N,N,N,N,N,N,N,N,N,Y,,,,,광진구,서울특별시
FC002829,라이트 하우스,1.0,민간(대학로 외),,0.0,,,서울특별시 성북구 삼선교로10다길 74(삼선동1가),37.5837374,127.0084146,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC004142,언더독 뮤지엄,1.0,기타(비공연장),,0.0,,https://www.underdogmuseum.com/,서울특별시 마포구 양화로12길 8-7 (서교동),37.5516642,126.9179592,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000036,관악아트홀 (구. 관악문화관),1.0,공공(문예회관),2002.0,700.0,02-828-5700,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/intro.php,서울특별시 관악구 신림로3길 35 (신림동),37.4675136464572,126.944804505456,Y,N,N,N,N,N,N,N,N,Y,,,,,관악구,서울특별시
FC002815,맥거핀 서교,1.0,민간(대학로 외),,0.0,010-8324-8454,,서울특별시 마포구 양화로7길 28(서교동),37.5519656,126.9146894,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000018,안산문화예술의전당,4.0,공공(문예회관),2004.0,3429.0,031-481-4000,http://www.ansanart.com/,경기도 안산시 단원구 화랑로 312 (고잔동),37.3196723,126.82255570000008,N,Y,N,Y,N,Y,Y,N,Y,Y,,,,,안산시,경기도
FC004179,마이원타워,1.0,민간(대학로 외),,0.0,,https://www.my-one.co.kr/,서울특별시 성북구 성북로 5-9 (성북동1가),37.5885957,127.00528,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002976,지블레싱소극장,1.0,민간(대학로 외),,40.0,010-7225-1219,,서울특별시 마포구 신촌로14길 24(노고산동),37.5550779,126.9332973,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC004164,디너씨어터,1.0,민간(대학로 외),,0.0,,,서울특별시 송파구 백제고분로48길 7 (방이동),37.5116556,127.1141774,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC004040,쌍용아파트,1.0,기타(비공연장),,0.0,,,"서울특별시 동대문구 한천로58길 47 (이문동, 쌍용아파트) 상가동 305호",37.6007508,127.0687695,N,N,N,N,Y,N,N,N,N,N,,,,,동대문구,서울특별시
FC002874,콜드슬립(koldsleep),1.0,민간(대학로 외),,0.0,010-2721-8699,,서울특별시 강북구 인수봉로 301(수유동),37.6456351,127.0104457,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC004162,새싹타워,1.0,민간(대학로 외),,75.0,,,서울특별시 강서구 강서로 463 (마곡동),37.5669464,126.8404463,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC000526,연우소극장,1.0,민간(대학로),1987.0,100.0,02-744-7090,https://iyeonwoo.modoo.at/,서울특별시 종로구 창경궁로35길 21 (혜화동),37.5869515,127.00175280000008,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004089,양산박 스튜디오,1.0,민간(대학로 외),,0.0,,https://sites.google.com/view/yangsanbak,서울특별시 성북구 성북로16길 11 (성북동),37.5938418,127.0001548,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC000845,인천서구문화회관,3.0,공공(문예회관),1995.0,1401.0,032-580-1150,http://www.iscf.kr,인천광역시 서구 서달로 190 (가정동),37.5156728,126.6798708,N,Y,N,N,N,Y,N,Y,N,Y,,,,,서구,인천광역시
FC002753,오페라하우스 [신도림],2.0,공공(기타),2008.0,533.0,02-867-2209,https://www.guroartsvalley.or.kr/user/overall/overallArt8.do,서울특별시 구로구 새말로 107-32 (구로동),37.5079896,126.8909267,N,N,N,N,N,N,N,N,N,N,,,,,구로구,서울특별시
FC004075,시윤아트홀,1.0,민간(대학로),,0.0,02-1661-3123,,서울특별시 종로구 대학로 116 (동숭동),37.5815327,127.0023365,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003918,더더더,1.0,민간(대학로 외),,0.0,,,서울특별시 중구 을지로38길 9-4 (광희동1가),37.5660433,127.0039785,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC004060,카페 모베터블루스,1.0,기타(비공연장),,0.0,,,서울특별시 종로구 동숭4길 4 (동숭동),37.5830523,127.0039951,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004045,마을극장 흰고무신,1.0,공공(기타),,0.0,,,서울특별시 도봉구 시루봉로15마길 13 (방학동),37.6681272,127.0315428,N,N,N,N,N,N,N,N,N,N,,,,,도봉구,서울특별시
FC000568,남산골한옥마을,7.0,공공(문예회관),2007.0,452.0,02-2261-0500,https://sgtt.kr/,서울특별시 중구 퇴계로34길 28 (필동2가),37.5588388,126.99407270000006,N,Y,N,N,N,Y,N,N,N,Y,,,,,중구,서울특별시
FC002854,초록씨어터,1.0,민간(대학로),,160.0,070-4870-1931,https://parangtheatre.modoo.at/,서울특별시 종로구 대학로 128(동숭동),37.5827051,127.0021572,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001884,달밤엔씨어터,1.0,민간(대학로),2014.0,139.0,02-985-5654,https://www.instagram.com/dbncom/,서울특별시 종로구 대학로14길 18-2 (혜화동),37.5839551,127.00265549999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000819,고양어울림누리,3.0,공공(문예회관),2004.0,2156.0,00-1577-7766,http://www.artgy.or.kr/,경기도 고양시 덕양구 어울림로 33 (성사동),37.6498532,126.83498459999998,Y,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,고양시,경기도
FC001125,국립정동극장 세실 (구.세실극장),1.0,국립,1976.0,234.0,02-765-7500,https://www.jeongdong.or.kr/portal/main/main.do,서울특별시 중구 세종대로19길 16 (정동),37.5667701,126.97608230000004,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC002698,광교레이크아트홀,1.0,민간(대학로 외),,106.0,031-216-7179,,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",37.2839418,127.056778,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC003839,아라아트홀,1.0,민간(대학로),,0.0,,,서울특별시 종로구 대학로8가길 30 (동숭동),37.582294,127.0025606,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004139,시작공간 일부,1.0,민간(대학로 외),,0.0,032-766-5975,https://space1bu.ifac.or.kr/,인천광역시 중구 참외전로 100 (전동),37.4771143,126.6295017,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC002839,서울예술대학교,4.0,민간(대학로 외),,0.0,031-412-7100,,경기도 안산시 단원구 예술대학로 171(고잔동),37.3334141,126.8362748,N,N,N,N,N,N,N,N,N,Y,,,,,안산시,경기도
FC003838,공간 파란여우,1.0,민간(대학로 외),,0.0,,https://www.spacecloud.kr/space/49633,서울특별시 성북구 삼선교로16길 14 (삼선동2가 110),37.587684,127.0104435,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001329,창동극장,1.0,민간(대학로 외),2014.0,100.0,070-8749-3205,http://cdt.modoo.at/,서울특별시 도봉구 노해로 391 (창동),37.6527874,127.05159359999992,N,N,N,N,N,N,N,N,N,N,,,,,도봉구,서울특별시
FC001201,"제이원 씨어터 (구. 서완소극장, 구. 씨어터고리)",1.0,민간(대학로),2009.0,98.0,02-926-4937,,서울특별시 종로구 창경궁로34길 18-12,37.5841705,127.00042899999994,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002876,한홀 소극장,1.0,민간(대학로 외),,96.0,031-796-6556,https://hanholthearter.modoo.at/,경기도 하남시 신장로 58(천현동),37.5353971,127.2109957,N,N,N,N,N,N,N,N,N,N,,,,,하남시,경기도
FC004157,뉴컬쳐커피 [김포],1.0,기타(비공연장),,20.0,,,경기도 김포시 김포한강1로 238 (운양동),37.6527341,126.6831625,N,N,N,N,N,N,N,N,N,N,,,,,김포시,경기도
FC000216,부평아트센터,2.0,공공(문예회관),2010.0,1191.0,032-500-2000,http://www.bpart.kr/,인천광역시 부평구 아트센터로 166 (십정동),37.4819229,126.7049151,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,부평구,인천광역시
FC002912,동네극장,1.0,민간(대학로 외),,96.0,02-333-0416,https://www.instagram.com/local_book_club/,서울특별시 동대문구 안암로6길 19(용두동),37.5791469,127.0259164,N,N,N,N,N,N,N,N,N,Y,,,,,동대문구,서울특별시
FC000059,영등포아트홀,1.0,공공(문예회관),2009.0,526.0,02-2670-4024,www.ydpcf.or.kr,서울특별시 영등포구 국회대로 596 (당산동3가),37.526038,126.90008899999998,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,영등포구,서울특별시
FC004063,경민대학교,1.0,기타(비공연장),,0.0,031-828-7700,,경기도 의정부시 서부로 545 (가능동),37.7461243,127.0251315,N,Y,Y,N,N,N,N,N,N,Y,,,,,의정부시,경기도
FC002906,다리 소극장,1.0,민간(대학로 외),,200.0,02-338-7831,,서울특별시 마포구 월드컵북로2길 49(동교동),37.5572115,126.923029,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000788,마포아트센터,3.0,공공(문예회관),2002.0,1475.0,02-3274-8500,http://www.mapoartcenter.or.kr/,서울특별시 마포구 대흥로20길 28 (대흥동),37.549905454297104,126.945526907783,N,N,N,N,N,Y,N,Y,N,Y,,,,,마포구,서울특별시
FC000155,잡월드 나래울극장,2.0,공공(기타),2012.0,504.0,00-1644-1333,http://koreajobworld.or.kr/Index.do,경기도 성남시 분당구 분당수서로 501(정자동 4-6),37.3784839888856,127.105671818315,N,Y,Y,Y,Y,Y,Y,N,Y,Y,,,,,성남시,경기도
FC000823,용인시문화예술회관,1.0,공공(문예회관),1989.0,626.0,031-260-3300,http://yicf.or.kr/main/,경기도 용인시 처인구 중부대로1392번길 15 (김량장동),37.2317133,127.19885390000002,N,Y,N,N,N,Y,Y,N,N,Y,,,,,용인시,경기도
FC001331,극장 봄 (봄소극장),1.0,민간(대학로),2011.0,55.0,070-4127-8318,http://theaterbom.modoo.at,서울특별시 성북구 삼선교로 14 (삼선동1가),37.5875069,127.00735239999996,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC003880,아시티스,1.0,민간(대학로 외),,0.0,,http://www.asitispace.com/,서울특별시 관악구 쑥고개로 122 (봉천동),37.4787676,126.9500117,N,N,N,N,N,N,N,N,N,Y,,,,,관악구,서울특별시
FC000138,성미산마을극장 향,1.0,민간(대학로 외),2009.0,101.0,02-322-0345,http://cafe.naver.com/sungmisantheater.cafe,서울특별시 마포구 월드컵로26길 39 (성산동),37.5594242,126.90989319999994,N,N,N,N,N,N,Y,N,N,Y,,,,,마포구,서울특별시
FC002795,소디스 펍,1.0,기타(비공연장),,0.0,02-6497-9667,,서울특별시 관악구 봉천로 544-1 (봉천동),37.4782332,126.9581764,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC000785,대학로 자유극장 (자유문화발전소),1.0,민간(대학로),2005.0,233.0,02-743-0661,,서울특별시 종로구 대학로12길 31 (동숭동),37.5827026,127.00360520000004,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC000815,M극장,1.0,민간(대학로 외),2006.0,150.0,02-578-6812,http://www.mtheater.co.kr/,서울특별시 강남구 논현로4길 36 (개포동),37.4736304,127.05291920000002,N,N,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC001938,IGC 글로벌캠퍼스,1.0,공공(기타),2012.0,389.0,032-626-0590,http://www.igc.or.kr/vr/index.html?startscene=scene_0210,인천광역시 연수구 송도문화로 119 (송도동),37.3749282,126.6684875,N,N,N,N,N,Y,Y,N,N,Y,,,,,연수구,인천광역시
FC000020,세종문화회관,8.0,공공(문예회관),1978.0,5372.0,02-399-1000,http://www.sejongpac.or.kr/,서울특별시 종로구 세종대로 175 (세종로),37.5725254,126.97564290000004,N,N,N,N,N,Y,Y,N,N,Y,,,,,종로구,서울특별시
FC004098,모모씨어터,1.0,민간(대학로),2023.0,0.0,,,서울특별시 종로구 성균관로 15-8 (명륜3가),37.5839742,126.9972423,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003853,씩씩 뮤직바,1.0,민간(대학로 외),,50.0,,,서울특별시 성동구 왕십리로 114 (성수동1가),37.5476854,127.044746,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC003851,을지로브이,1.0,기타(비공연장),,0.0,,,서울특별시 중구 충무로 51 (을지로3가) 4층,37.565791,126.9924978,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC001212,예그린씨어터,1.0,민간(대학로),2014.0,202.0,02-6673-0100,http://yegreen.creatorlink.net/,서울특별시 종로구 동숭길 130-5 (동숭동),37.5838441,127.00306009999996,N,N,N,N,N,Y,N,N,N,N,,,,,종로구,서울특별시
FC003045,LG아트센터 서울,2.0,민간(대학로 외),2022.0,1700.0,00-1661-0017,https://www.lgart.com/Home/Main,서울특별시 강서구 마곡중앙로 136(마곡동),37.565363,126.8293888,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC003303,P&F 씨어터,1.0,민간(대학로 외),,0.0,,,인천광역시 중구 차이나타운로52번길 3(선린동),37.4749371,126.6184396,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC004086,서교스퀘어,1.0,민간(대학로 외),,0.0,,,"서울특별시 마포구 양화로 72 (서교동, 서교동 효성 해링턴 타워)",37.5508138,126.916494,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003979,사각사각 플레이스,1.0,공공(기타),,0.0,,,서울특별시 송파구 한가람로 65 (잠실동),37.5176288,127.0867373,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC004078,카페 옴니버스,1.0,기타(비공연장),,0.0,,,"서울특별시 은평구 진관3로 77 (진관동, 은평뉴타운 구파발)",37.6447083,126.9208769,N,N,N,N,N,N,N,N,N,N,,,,,은평구,서울특별시
FC004061,스페이스 아텔 (space Artel),1.0,민간(대학로 외),,0.0,,https://www.instagram.com/artel_frontdesk,서울특별시 성북구 보문로34다길 31 (동선동3가),37.5926264,127.0208992,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002962,인천동구문화체육센터,1.0,공공(문예회관),,495.0,032-772-7700,https://www.icdonggu.go.kr/cscenter/fmcs/1,인천광역시 동구 송림로110번길 5-8(송림동),37.475773,126.6475423,N,N,N,N,N,N,N,N,N,Y,,,,,동구,인천광역시
FC000208,강화문예회관,2.0,공공(문예회관),1991.0,1509.0,032-930-7046,http://www.ghss.or.kr/,인천광역시 강화군 강화읍 고비고개로19번길 12,37.7453095,126.47495819999996,N,N,N,N,N,Y,N,Y,N,Y,,,,,강화군,인천광역시
FC000798,산울림소극장,1.0,민간(대학로 외),1985.0,72.0,02-334-5915,www.sanwoollim.kr,서울특별시 마포구 와우산로 157 (서교동),37.555046,126.9300776,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004108,공간 불모지,1.0,기타(비공연장),,0.0,,https://www.instagram.com/bullmoji,인천광역시 연수구 샘말로8번길 11 (연수동),37.4117176,126.6784477,N,N,N,N,N,N,N,N,N,N,,,,,연수구,인천광역시
FC003150,부천아트센터,2.0,공공(기타),2023.0,1749.0,00-1533-0202,https://www.bac.or.kr/home/ko/main,경기도 부천시 소향로 165(중동),37.5021641,126.7663981,N,N,N,N,N,N,N,N,N,N,,,,,부천시,경기도
FC000664,용인문화예술원,1.0,공공(기타),2005.0,290.0,031-323-6371,https://www.yicf.or.kr/PageLink.do,경기도 용인시 처인구 중부대로 1199 (삼가동),37.2406893,127.17915360000006,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,용인시,경기도
FC004111,얼굴박물관 [경기 광주],1.0,기타(비공연장),,0.0,031-765-3522,http://www.visagej.org/,경기도 광주시 남종면 분원길 3-6,37.4940051,127.3021274,N,N,N,N,N,N,N,N,N,Y,,,,,광주시,경기도
FC000017,경기아트센터(구. 경기도문화의전당),6.0,공공(문예회관),1991.0,3032.0,031-230-3200,http://www.ggac.or.kr/,경기도 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당,37.2618899,127.0374319,Y,N,N,N,N,Y,Y,N,N,Y,,,,,수원시,경기도
FC003149,소극장 무극,1.0,민간(대학로),,80.0,010-8234-6602,https://theatremuguek.modoo.at/,서울특별시 종로구 대학로9길 18(명륜4가),37.5818577,127.0008602,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001791,노원어린이극장 (구.노원어울림극장),1.0,공공(문예회관),2020.0,204.0,02-2289-3453,https://www.nowonarts.kr/html/,서울특별시 노원구 노해로 502 (상계동),37.6543814,127.06366559999992,N,Y,N,Y,Y,Y,N,N,Y,Y,,,,,노원구,서울특별시
FC004083,이함캠퍼스 [양평],1.0,기타(비공연장),,0.0,,,경기도 양평군 강하면 강남로 370-10 이함미술관 야외무대,37.5021314,127.4251122,N,N,N,N,N,N,N,N,N,N,,,,,양평군,경기도
FC003171,제나아트홀 (구. 룸씨어터),1.0,민간(대학로),,204.0,,,서울특별시 종로구 대학로10길 12(동숭동) 지하1층,37.5816149,127.0028075,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002989,스튜디오 블루,1.0,민간(대학로),,180.0,02-725-9207,,서울특별시 종로구 대학로8가길 80(동숭동),37.5824773,127.003268,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000046,노원문화예술회관,2.0,공공(문예회관),2004.0,1182.0,02-951-3355,http://www.nowonart.kr/,서울특별시 노원구 중계로 181 (중계동),37.6501653,127.08026270000003,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,노원구,서울특별시
FC003827,렌더,1.0,기타(비공연장),,0.0,,,서울특별시 성동구 마조로5길 4 (행당동 4-33) 지하1층,37.5601167,127.0405752,N,N,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC000021,안양아트센터,2.0,공공(문예회관),1989.0,2246.0,031-687-0500,http://www.ayac.or.kr/,경기도 안양시 만안구 문예로36번길 16 (안양동),37.3845562,126.9313681,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,안양시,경기도
FC003018,서울문화재단 대학로극장 쿼드 (예술청),2.0,공공(기타),2022.0,422.0,02-758-2145,https://www.sfac.or.kr/site/SFAC_KOR/09/10911010000002021111611.jsp,서울특별시 종로구 동숭길 122(동숭동),37.583699,127.0037167,N,Y,N,N,N,N,Y,Y,Y,N,,,,,종로구,서울특별시
FC002940,갈산문화예술센터,2.0,공공(문예회관),2022.0,296.0,,,서울특별시 양천구 목동남로 106(신정동),37.510804,126.8701983,N,Y,N,N,N,N,N,N,N,Y,,,,,양천구,서울특별시
FC000052,KT&G 상상마당 대치아트홀,1.0,민간(대학로 외),2006.0,422.0,02-3404-4311,https://www.sangsangmadang.com/info/DC,서울특별시 강남구 영동대로 416 (대치동),37.5065437,127.0653516,N,Y,Y,N,N,Y,Y,N,Y,Y,,,,,강남구,서울특별시
FC002987,동서울대학교,1.0,민간(대학로 외),,0.0,031-720-2114,,경기도 성남시 수정구 복정로 76(복정동),37.4582854,127.1288444,N,N,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC000564,복사골문화센터,2.0,공공(문예회관),1998.0,712.0,032-320-6300,http://www.bcf.or.kr/coro/conc/conctour/concerttourList3.act,경기도 부천시 장말로 107 (상동),37.49479,126.754049,N,Y,N,Y,N,N,N,N,N,Y,,,,,부천시,경기도
FC003048,극장 PLOT,1.0,민간(대학로 외),2019.0,100.0,010-4334-2862,www.theatreplot.com,서울특별시 서대문구 연세로4길 27(창천동),37.5576008,126.9381984,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC000667,파주시민회관,3.0,공공(문예회관),1994.0,1702.0,031-950-1854,http://pajusisul.or.kr/info/info_01_01.php,경기도 파주시 시민회관길 33 (금촌동),37.7594363,126.78032640000004,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,파주시,경기도
FC001537,스튜디오SK,1.0,민간(대학로),2013.0,150.0,02-747-5035,https://studiosk.modoo.at/,서울특별시 종로구 성균관로 15-10 (명륜3가),37.5838639,126.9971044,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002894,북아현아트홀,1.0,공공(기타),2021.0,206.0,02-360-8663,https://www.sscmc.or.kr/culture3/,서울특별시 서대문구 북아현로 51(북아현동),37.5618398,126.9554383,N,N,N,N,N,Y,N,N,N,Y,,,,,서대문구,서울특별시
FC000258,미아리고개예술극장(구. 미아리예술극장),1.0,공공(기타),2009.0,74.0,02-6956-9045,https://www.miari-cooptheater.co.kr,서울특별시 성북구 동소문로 177 (돈암동),37.597782,127.02140899999996,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC000824,이천아트홀,3.0,공공(문예회관),2009.0,1651.0,031-644-2100,https://art.icheon.go.kr/files/intro_02_01.php,경기도 이천시 부악로 40 (중리동),37.2711919,127.4343487,N,N,N,Y,N,Y,Y,Y,Y,Y,,,,,이천시,경기도
FC003807,어썸파티룸1호점,1.0,기타(비공연장),,50.0,00-1482-1201,,서울특별시 광진구 동일로22길 95 (화양동),37.5410819,127.0694473,N,N,N,N,N,N,N,N,N,N,,,,,광진구,서울특별시
FC001359,파주운정행복센터,2.0,공공(문예회관),2013.0,736.0,031-950-1911,https://www.paju.go.kr/uhc/,경기도 파주시 와석순환로 415,37.7133199,126.75234210000008,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,,,,파주시,경기도
FC003122,하땅세극장,1.0,민간(대학로),,50.0,00-1600-2238,https://blog.naver.com/haddangse2,서울특별시 성북구 성북로 5-7(성북동1가),37.5887016,127.0051567,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC000807,연세대학교 노천극장,1.0,민간(대학로 외),1933.0,10222.0,02-2123-3818,http://ycac.yonsei.ac.kr/,서울특별시 서대문구 연세로 50 (신촌동),37.565784,126.93857200000002,N,N,N,N,N,Y,Y,N,N,Y,,,,,서대문구,서울특별시
FC001375,떼아뜨르 다락 소극장,1.0,민간(대학로 외),2011.0,90.0,032-777-1959,http://cafe.daum.net/theatre-dalak,인천광역시 중구 신포로27번길 3 (중앙동4가),37.4714118,126.62473279999996,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC002725,정약용도서관,1.0,기타(비공연장),2020.0,320.0,031-590-2586,https://lib.nyj.go.kr/jyy/index.do,경기도 남양주시 다산중앙로82번안길 138 (다산동),37.6121577,127.1673571,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,,,,남양주시,경기도
FC003870,물빛극장,1.0,민간(대학로),,60.0,,,서울특별시 종로구 대학로8가길 129 (동숭동),37.5803062,127.0035291,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000212,예술나무씨어터(구. 상상나눔씨어터),1.0,민간(대학로 외),2013.0,232.0,02-1661-5054,https://cafe.naver.com/purifycompany,"서울특별시 구로구 구로중앙로 134 (구로동, 신구로자이나인스에비뉴)",37.5000786,126.8840596,N,N,N,N,N,Y,N,N,N,Y,,,,,구로구,서울특별시
FC001789,세종대학교 충무관,1.0,민간(대학로 외),1978.0,100.0,02-3408-3114,http://www.sejong.ac.kr/,서울특별시 광진구 능동로 209 (군자동),37.5522605,127.07396059999996,Y,Y,Y,N,N,Y,Y,Y,N,Y,,,,,광진구,서울특별시
FC002858,서울생활문화센터 서교,1.0,민간(대학로 외),2020.0,162.0,02-6351-7533,https://seogyocenter.or.kr/,서울특별시 마포구 양화로 72(서교동),37.5508022,126.9167159,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC003952,오디너리 랩 스튜디오,1.0,민간(대학로 외),,0.0,,https://blog.naver.com/ordinary_lab_studio,서울특별시 서초구 사평대로 353 (반포동),37.5042494,127.0217889,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
